name,fullname,dob,country,position,foot,weight,height,potential,elo,href
Federico Barba,Federico Barba,1993-09-01,Italy,DF (Defender),Left-footed,77.0,188.0,71,65,/player/f-barba-141617
Carlos Neva,Carlos Neva Tey,1996-06-12,Spain,DF (Defender),Left-footed,64.0,174.0,76,67,/player/neva-222400
Kenedy,Robert Kenedy Nunes Do Nascimento,1996-02-08,Brazil,MID (Midfielder),Left-footed,77.0,182.0,70,55,/player/kenedy-213000
Yan Eteki,Yan Brice Eteki,1997-08-26,Cameroon,MID (Midfielder),Right,70.0,180.0,63,55,/player/yan-193560
Carlos Marín,Carlos Marín Tomas,1997-02-20,Spain,GOA (Goalkeeper),Right,79.0,187.0,63,54,/player/carlos-marin-tomas-193623
Yannis Salibur,Yannis Salibur-Ilongo,1991-01-24,France,STR (Striker),Left-footed,76.0,177.0,74,43,/player/y-salibur-21295
Edgar González,Edgar González Estrada,1997-04-01,Spain,DF (Defender),Right,78.0,193.0,78,72,/player/gonzalez-estrada-edgar-171314
Gil Dias,Gil Bastião Dias,1996-09-28,Portugal,STR (Striker),Left-footed,72.0,187.0,68,57,/player/gil-dias-277404
Iñaki,Iñaki Álvarez Goñi,1997-06-18,Spain,GOA (Goalkeeper),Right,77.0,192.0,57,48,/player/i-alvarez-356416
Victor Gómez,Víctor Gómez Perea,2000-04-01,Spain,DF (Defender),Right,69.0,166.0,74,63,/player/v-perea-367222
Oihan Sancet,Oihan Sancet Tirapu,2000-04-25,Spain,MID (Midfielder),Right,72.0,188.0,81,73,/player/ohian-sancet-556626
Baba,Iddrisu Baba Mohamed,1996-01-22,Ghana,MID (Midfielder),Right,76.0,182.0,74,68,/player/i-mohamed-283147
Ferran Jutglà,Ferran Jutglà Blanc,1999-02-01,Spain,STR (Striker),Right,75.0,176.0,82,76,/player/f-jutgla-424442
Jon Pacheco,Jon Pacheco Dozagarat,2001-01-08,Spain,DF (Defender),Left-footed,77.0,184.0,78,65,/player/j-pacheco-678234
Ekhi Bravo,Ekhi Bravo Doiz,1997-11-30,Spain,DF (Defender),Left-footed,,180.0,43,37,/player/e-bravo-356307
Thierry Correia,Thierry Rendall Correia,1999-03-09,Portugal,DF (Defender),Right,60.0,180.0,80,74,/player/correia-t-319464
Lozano,Sergio Lozano Lluch,1999-03-24,Spain,MID (Midfielder),Right,70.0,175.0,71,62,/player/sergio-363534
Felipe,Felipe Augusto De Almeida Monteiro,1989-05-16,Brazil,DF (Defender),Right,77.0,190.0,87,70,/player/felipe-133578
Rony Lopes,Marcos Paulo Mesquita Lopes,1995-12-28,Brazil,STR (Striker),Left-footed,68.0,175.0,81,64,/player/rony-lopes-292132
Alessandro Florenzi,Alessandro Florenzi,1991-03-11,Italy,DF (Defender),Right,67.0,173.0,85,73,/player/a-florenzi-115740
Jorge Cuenca,Jorge Cuenca Barreno,1999-11-17,Spain,DF (Defender),Left-footed,76.0,189.0,79,71,/player/j-cuenca-360238
Mario Rodríguez,Mario Rodríguez Ruiz,1997-03-03,Spain,MID (Midfielder),Left-footed,64.0,176.0,50,43,/player/mario-rodriguez-251054
Federico San Emeterio,Federico San Emeterio Díaz,1997-03-16,Spain,MID (Midfielder),Right,68.0,174.0,70,63,/player/fede-218138
Fernando,Fernando Francisco Reges,1987-07-25,Brazil,MID (Midfielder),Right,75.0,185.0,83,76,/player/fernando-42525
Joao Costa,João Paulo Santos Da Costa,1996-02-02,Portugal,GOA (Goalkeeper),Right,80.0,185.0,57,42,/player/joao-costa-251043
Munas Dabbur,Munas Dabbur,1992-05-14,Israel,STR (Striker),Right,74.0,181.0,83,74,/player/m-dabbur-155794
Gonzalo Pereira,Gonzalo Pereira Cejudo,1997-02-14,Spain,DF (Defender),Right,77.0,182.0,57,50,/player/agonzalo-337079
Antonio Aranda,Antonio José Aranda Subiela,2000-10-07,Spain,MID (Midfielder),Right,66.0,172.0,61,50,/player/aranda-845182
Paulo Gazzaniga,Paulo Dino Gazzaniga Farias,1992-01-02,Argentina,GOA (Goalkeeper),Right,90.0,196.0,68,54,/player/p-gazzaniga-126651
Álvaro Bravo,Álvaro Bravo Jiménez,1998-02-04,Spain,MID (Midfielder),Right,70.0,181.0,52,45,/player/b-jimenez-a-348930
Carlo Adriano,Carlo Adriano García Prades,2001-02-12,Spain,MID (Midfielder),Right,76.0,181.0,71,57,/player/carlo-875138
Bernaola,Julen Bernaola Cuezva,1999-04-29,Spain,MID (Midfielder),Right,80.0,187.0,40,33,/player/bernaola-356803
Ilaix Moriba,Moriba Kourouma Kourouma,2003-01-19,Guinea,MID (Midfielder),Right,73.0,185.0,80,60,/player/m-kourouma-776252
Oriol Rey,Oriol Rey Erenas,1998-02-25,Spain,MID (Midfielder),Left-footed,70.0,177.0,65,57,/player/o-rey-341318
Hugo Sotelo,Hugo Sotelo Gómez,2003-12-19,Spain,MID (Midfielder),Unknown,,,60,33,/player/hugo-sotelo-950972
César Moreno,César Moreno Meca,2001-04-23,Spain,MID (Midfielder),Right,71.0,183.0,62,48,/player/c-meca-669258
Kingsley Fobi,Kingsley Fobi,1998-09-20,Ghana,DF (Defender),Right,73.0,180.0,55,47,/player/k-fobi-276810
Christian Oliva,Christian Gabriel Oliva Giménez,1996-06-01,Uruguay,MID (Midfielder),Right,77.0,178.0,64,57,/player/c-oliva-618002
Jeremías Ledesma,Jeremías Conan Ledesma,1993-02-13,Argentina,GOA (Goalkeeper),Right,76.0,182.0,83,79,/player/j-ledesma-184717
Patrick Cutrone,Patrick Cutrone,1998-01-03,Italy,STR (Striker),Right,75.0,183.0,74,63,/player/p-cutrone-309616
Marcos Acuña,Marcos Javier Acuña,1991-10-28,Argentina,DF (Defender),Left-footed,72.0,172.0,83,79,/player/m-acuna-111345
Alfredo Pedraza,Alfredo Pedraza Arias,2000-12-20,Spain,DF (Defender),Right,77.0,181.0,50,39,/player/a-pedraza-776219
Prados,Beñat Prados Díaz,2001-02-08,Spain,MID (Midfielder),Right,70.0,179.0,71,57,/player/benat-prados-821738
Alfon,Alfonso González Martínez,1999-05-04,Spain,STR (Striker),Right,60.0,172.0,60,50,/player/a-gonzalez-338022
Shon Weissman,Shon Zalman Weissman,1996-02-14,Israel,STR (Striker),Right,69.0,174.0,80,75,/player/s-weissman-229477
Victor Chust,Víctor Chust García,2000-03-05,Spain,DF (Defender),Right,79.0,182.0,78,68,/player/v-chust-342301
Álvaro Bastida,Álvaro Bastida Moya,2004-05-12,Spain,MID (Midfielder),Right,60.0,170.0,72,47,/player/bastida-996687
Isma Ruiz,Ismael Ruiz Sánchez,2001-02-14,Spain,MID (Midfielder),Right,67.0,180.0,53,42,/player/isma-ruiz-850748
Eris Abedini,Eris Abedini,1998-08-29,Switzerland,MID (Midfielder),Right,76.0,190.0,54,47,/player/e-abedini-342477
Fran Delgado,Francisco Javier Delgado Rojano,2001-07-11,Spain,DF (Defender),Right,62.0,177.0,55,41,/player/fran-delgado-828668
Echu,Jesus Rodríguez Ortuño,1998-02-11,Spain,MID (Midfielder),Left-footed,65.0,173.0,50,44,/player/r-ortuno-j-341674
Unai Arieta,Unai Arietaleanizbeaskoa Miota,1999-06-16,Spain,STR (Striker),Right,,175.0,50,41,/player/unai-878275
Alberto Soro,Alberto Soro Álvarez,1999-03-09,Spain,STR (Striker),Left-footed,64.0,173.0,61,50,/player/a-soro-372110
Karim Rekik,Karim Rekik,1994-12-02,Netherlands,DF (Defender),Left-footed,76.0,184.0,76,68,/player/k-rekik-159872
Juan Peñaloza,Juan Sebastián Peñaloza Ragga,2000-05-03,Colombia,STR (Striker),Right,65.0,171.0,60,48,/player/juan-sebastianpenaloza-ragga-364908
Sergio López,Sergio López Galache,1999-04-08,Germany,DF (Defender),Right,69.0,179.0,68,59,/player/s-lopez-427578
Lanchi,José Manuel Cabrera López,2001-06-23,Spain,DF (Defender),Right,,183.0,57,44,/player/lanchi-875152
Ryan Nolan,Ryan Patrick Nolan,1999-02-17,Ireland,DF (Defender),Right,70.0,188.0,48,35,/player/r-nolan-429722
Guillem Molina,Guillem Molina Gutiérrez,2000-05-03,Spain,DF (Defender),Right,68.0,183.0,64,52,/player/guillem-molina-741503
Ivo Grbić,Ivo Grbić,1996-01-18,Croatia,GOA (Goalkeeper),Right,83.0,195.0,71,63,/player/i-grbic-197933
Konrad,Konrad De La Fuente,2001-07-16,United States,STR (Striker),Right,60.0,173.0,70,56,/player/konrad-776256
Nacho Pastor,Ignacio Pastor Alemañ,2000-04-03,Spain,DF (Defender),Right,80.0,186.0,55,44,/player/nacho-875159
Blanco,Antonio Blanco Conde,2000-07-23,Spain,MID (Midfielder),Right,66.0,176.0,59,48,/player/a-conde-342393
Youssouf Kone,Youssouf Koné,1995-07-05,Mali,DF (Defender),Left-footed,76.0,174.0,72,54,/player/youssouf-kone-210058
Abdelkabir Abqar,Abdelkabir Abqar,1999-03-10,Morocco,DF (Defender),Right,80.0,188.0,68,58,/player/abqar-471030
Yunus Musah,Yunus Dimoara Musah,2002-11-29,United States,MID (Midfielder),Right,71.0,177.0,85,71,/player/y-musah-477407
Jota,João Pedro Neves Filipe,1999-03-30,Portugal,STR (Striker),Two-Footed,60.0,175.0,80,73,/player/j-filipe-316978
San Román,Miguel San Román Ferrándiz,1997-07-14,Spain,GOA (Goalkeeper),Right,77.0,189.0,53,39,/player/m-san-roman-301637
Mourad,Mourad Daoudi El Ghezouani,1998-05-27,Spain,STR (Striker),Right,85.0,189.0,69,61,/player/m-daoudi-369760
Geovanni,Geovanni Barba Jiménez,2001-05-17,Spain,DF (Defender),Left-footed,69.0,180.0,50,39,/player/geovanni-842264
Jon Morcillo,Jon Morcillo Conesa,1998-09-15,Spain,STR (Striker),Left-footed,72.0,183.0,65,51,/player/morcillo-339656
Carlos León,Carlos León García,2002-12-05,Spain,MID (Midfielder),Right,74.0,185.0,51,37,/player/carlos-leon-950491
Asier Cordoba,Asier Córdoba Querejeta,2000-03-31,Spain,STR (Striker),Left-footed,70.0,184.0,57,46,/player/a-cordoba-342276
Luis Milla,Luis Milla Manzanares,1994-10-07,Spain,MID (Midfielder),Right,67.0,175.0,78,74,/player/luis-milla-159804
Idrissa Doumbia,Idrissa Doumbia,1998-04-14,Ivory Coast,MID (Midfielder),Right,82.0,187.0,65,53,/player/i-doumbia-334103
Ramos Mingo,Santiago Martín Ramos Mingo,2001-11-21,Argentina,DF (Defender),Left-footed,75.0,185.0,67,48,/player/ramos-mingo-867683
Pablo Ramón,Pablo Ramón Parra,2001-06-30,Spain,DF (Defender),Right,80.0,185.0,72,56,/player/p-parra-772627
Garrido,Jon Ander Garrido Moracia,1989-10-09,Spain,MID (Midfielder),Right,81.0,185.0,68,49,/player/garrido-67765
Gorka Zabarte,Gorka Zabarte Moreno,1999-01-09,Spain,DF (Defender),Right,76.0,175.0,48,39,/player/zabarte-312256
Lauti,Lautaro De León Billar,2001-02-09,Uruguay,STR (Striker),Right,80.0,185.0,58,44,/player/lauti-814605
Mario Soriano,Mario Soriano Carreño,2002-04-22,Spain,MID (Midfielder),Right,60.0,163.0,75,59,/player/m-carreno-852275
Sergio Gómez,Sergio Gómez Martín,2000-09-04,Spain,DF (Defender),Left-footed,62.0,171.0,81,73,/player/s-gomez-342269
Tomás Tavares,Tomás Franco Tavares,2001-03-07,Portugal,DF (Defender),Right,77.0,187.0,78,64,/player/t-tavares-484363
Jean-Pierre Rhyner,Jean-Pierre Rhyner Pebe,1996-03-15,Switzerland,DF (Defender),Left-footed,72.0,184.0,56,50,/player/j-rhyner-280497
Dani Plomer,Daniel Enrique Plomer Gordillo,1998-11-30,Spain,STR (Striker),Right,72.0,179.0,53,45,/player/dani-plomer-606383
Jens Jønsson,Jens Jønsson,1993-01-10,Denmark,MID (Midfielder),Right,78.0,182.0,72,65,/player/j-jonsson-197251
Robert Navarro,Robert Navarro Muñoz,2002-04-12,Spain,MID (Midfielder),Right,65.0,178.0,74,58,/player/robert-navarro-713731
Santos,Sergio Santos Fernández,2001-01-03,Spain,DF (Defender),Right,71.0,178.0,68,52,/player/s-santos-fernandez-427582
Chinchu,Diego Chinchurreta Trueba,2002-03-05,Spain,DF (Defender),Unknown,,,48,35,/player/chinchurreta-950429
Ignasi Vilarrasa,Ignasi Vilarrasa Palacios,1999-08-23,Spain,DF (Defender),Left-footed,81.0,181.0,68,58,/player/i-villarrasa-676881
Javier Gasca,Javier Rafael Gasca Biarge,2000-02-24,Spain,GOA (Goalkeeper),Unknown,,182.0,40,29,/player/j-gasca-844941
Kelechi Nwakali,Kelechi Nwakali,1998-06-05,Nigeria,MID (Midfielder),Right,76.0,181.0,66,58,/player/k-nwakali-295561
Carlos Domínguez,Carlos Domínguez Cáceres,2001-02-11,Spain,DF (Defender),Left-footed,,187.0,68,52,/player/carlos-dominguez-950939
Óscar Aranda,Óscar Aranda Subiela,2002-04-29,Spain,STR (Striker),Right,75.0,181.0,64,46,/player/o-aranda-861573
Ángel Jiménez,Ángel Jiménez Gallego,2002-06-22,Spain,GOA (Goalkeeper),Right,82.0,194.0,47,36,/player/angel-950473
Gabriel Veiga,Gabriel Veiga Novas,2002-05-27,Spain,MID (Midfielder),Right,71.0,184.0,74,57,/player/g-veiga-874645
Claudio Medina,Claudio Medina Ricoy,1993-09-04,Spain,STR (Striker),Right,80.0,186.0,61,40,/player/claudio-medina-188741
Alberto Cifuentes,Alberto Cifuentes Martínez,1979-05-29,Spain,GOA (Goalkeeper),Right,80.0,190.0,84,73,/player/alberto-11103
Oussama Idrissi,Oussama Idrissi,1996-02-26,Netherlands,STR (Striker),Right,78.0,183.0,82,65,/player/o-idrissi-301358
Saidy Janko,Saidy Janko,1995-10-22,Switzerland,DF (Defender),Right,70.0,178.0,66,51,/player/s-janko-201126
Óscar Mingueza,Óscar Mingueza García,1999-05-13,Spain,DF (Defender),Right,75.0,184.0,72,63,/player/o-mingueza-341323
Álex Millán,Alejandro Millán Iranzo,1999-11-07,Spain,STR (Striker),Right,74.0,185.0,64,54,/player/a-millan-325849
Pedri,Pedro González López,2002-11-25,Unknown,MID (Midfielder),Right,60.0,174.0,86,81,/player/pedri-869514
Álex Cantero,Alejandro Cantero Sánchez,2000-06-08,Spain,STR (Striker),Right,,182.0,60,48,/player/alex-cantero-837219
David Gil,David Gil Mohedano,1994-01-11,Spain,GOA (Goalkeeper),Right,73.0,183.0,57,41,/player/david-gil-78584
Lluís Andreu,Lluís Andreu Ruiz,1999-07-27,Spain,GOA (Goalkeeper),Right,77.0,189.0,46,36,/player/l-andreu-665944
Rodrigo Battaglia,Rodrigo Andrés Battaglia,1991-07-12,Argentina,MID (Midfielder),Right,79.0,187.0,76,61,/player/r-battaglia-79384
Pablo Cuñat,Pablo Cuñat Campos,2002-04-28,Spain,GOA (Goalkeeper),Left-footed,,188.0,57,42,/player/pablo-988432
Edgar Sevikyan,Edgar Sevikyan,2001-08-08,Russia,STR (Striker),Left-footed,72.0,175.0,50,38,/player/e-sevikyan-434564
Filip Jörgensen,Filip Jörgensen,2002-04-16,Sweden,GOA (Goalkeeper),Right,77.0,189.0,72,54,/player/filip-jorgensen-892467
Ruso Rodríguez,Diego Martín Rodríguez,1989-06-25,Argentina,GOA (Goalkeeper),Left-footed,77.0,184.0,80,68,/player/d-rodriguez-348347
Dani Gómez,Daniel Gómez Alcón,1998-07-30,Spain,STR (Striker),Right,70.0,177.0,69,61,/player/dani-gomez-312225
Domingos Quina,Domingos Quina,1999-11-18,Guinea-Bissau,MID (Midfielder),Right,72.0,173.0,61,52,/player/d-quina-314783
Augusto Solari,Augusto Jorge Mateo Solari,1992-01-03,Argentina,MID (Midfielder),Right,80.0,180.0,71,54,/player/a-solari-102362
Raúl Guti,José Raúl Gutiérrez Parejo,1996-12-30,Spain,MID (Midfielder),Right,75.0,178.0,73,64,/player/gutierrez-cabello-169965
Yéremy,Yéremi Jesús Pino Santos,2002-10-20,Spain,STR (Striker),Right,65.0,172.0,85,73,/player/pino-santos-805812
Nuke Mfulu,Omenuke Mfulu,1994-03-20,The Democratic Republic Of Congo,MID (Midfielder),Right,73.0,184.0,70,64,/player/omenuke-mfulu-213301
Mickael Malsa,Mickaël Malsa,1996-10-12,France,MID (Midfielder),Right,69.0,178.0,71,57,/player/m-malsa-205933
Oier Zarraga,Oier Zarraga Egaña,1999-01-04,Spain,MID (Midfielder),Right,76.0,175.0,63,53,/player/zarraga-425602
Yoshinori Muto,Yoshinori Muto,1992-07-15,Japan,STR (Striker),Right,72.0,178.0,70,57,/player/y-muto-212603
Juan Foyth,Juan Marcos Foyth,1998-01-12,Argentina,DF (Defender),Right,73.0,187.0,82,78,/player/j-foyth-368565
Álex Martín,José Alejandro Martín Valerón,1998-01-25,Spain,DF (Defender),Right,79.0,182.0,67,59,/player/alex-martin-283903
Keller,Stephane Paul Keller,2001-08-20,Cameroon,DF (Defender),Unknown,81.0,189.0,55,42,/player/keller-951770
Diego Bri,Diego Vicente Bri Carrazoni,2002-09-12,Spain,STR (Striker),Left-footed,67.0,177.0,69,52,/player/d-carrazoni-824994
Mamor,Mamor Niang,2002-02-04,Spain,STR (Striker),Left-footed,,190.0,44,31,/player/mamor-niang-950615
Arnau Fabrega,Arnau Fàbrega Mañas,2000-06-28,Spain,GOA (Goalkeeper),Right,68.0,190.0,42,32,/player/a-fabrega-664216
Yassin Fekir,Yassin Fekir,1997-05-05,France,MID (Midfielder),Right,65.0,170.0,52,46,/player/y-fekir-345743
Salvi,Salvador Sánchez Ponce,1991-03-30,Spain,STR (Striker),Right,63.0,175.0,70,62,/player/salvi-94506
Lucas Torreira,Lucas Torreira Di Pascua,1996-02-11,Uruguay,MID (Midfielder),Right,61.0,168.0,79,74,/player/l-torreia-241280
Ruly,Raúl García González,2000-01-27,Spain,GOA (Goalkeeper),Right,83.0,188.0,42,32,/player/raul-871597
Kevin Carlos,Kevin Carlos Omoruyi Benjamín,2001-04-10,Unknown,STR (Striker),Right,,188.0,66,52,/player/k-omoruyi-726330
Juan Sanabria,Juan Manuel Sanabria Magole,2000-03-29,Uruguay,MID (Midfielder),Left-footed,74.0,170.0,74,64,/player/j-m-sanabria-357520
Patrick Sequeira,Patrick Gilmar Sequeira Mejías,1999-03-01,Costa Rica,GOA (Goalkeeper),Right,84.0,190.0,48,39,/player/p-sequeira-295919
Moha Moukhliss,Mohamed Aiman Moukhliss Agmir,2000-02-06,Spain,MID (Midfielder),Right,66.0,169.0,59,48,/player/m-moukhliss-342272
Jordan Holsgrove,Jordan William Holsgrove,1999-09-10,Scotland,MID (Midfielder),Left-footed,70.0,180.0,63,53,/player/j-holsgrove-425906
Raúl Torrente,Raúl Torrente Navarro,2001-09-11,Spain,DF (Defender),Left-footed,79.0,193.0,72,56,/player/r-torrente-665858
Damian Kadzior,Damian Kadzior,1992-06-16,Poland,STR (Striker),Left-footed,69.0,173.0,69,62,/player/d-kadzior-142120
Íñigo Vicente,Íñigo Vicente Elorduy,1998-01-06,Spain,STR (Striker),Right,68.0,178.0,66,58,/player/i-elorduy-336683
Facundo Pellistri,Facundo Pellistri Rebollo,2001-12-20,Uruguay,STR (Striker),Right,65.0,174.0,67,49,/player/f-pellistri-831880
Denis Vavro,Denis Vavro,1996-04-10,Slovakia,DF (Defender),Right,81.0,189.0,73,66,/player/d-vavro-174834
Gaizka Campos,Gaizka Campos Bahillo,1997-05-16,Spain,GOA (Goalkeeper),Right,82.0,189.0,57,49,/player/g-campos-334012
Koffi,Emmanuel Amankwaa Akurugu,2001-11-20,Ghana,DF (Defender),Unknown,,174.0,62,45,/player/a-akurugu-972670
Sabit,Sabit Abdulai,1999-05-11,Ghana,MID (Midfielder),Right,77.0,185.0,53,45,/player/sabit-769384
Jérémy Blasco,Jérémy Damien Blasco,1999-02-12,France,DF (Defender),Right,79.0,185.0,68,58,/player/j-blasco-388865
Unai Marrero,Unai Marrero Larrañaga,2001-10-09,Spain,GOA (Goalkeeper),Right,82.0,189.0,65,50,/player/u-marrero-878180
Iván Romero,Iván Romero De Ávila Araque,2001-04-10,Spain,STR (Striker),Right,72.0,175.0,70,56,/player/ivan-romero-908535
Jairo Izquierdo,Jairo Izquierdo González,1993-10-22,Spain,DF (Defender),Left-footed,67.0,165.0,70,64,/player/jairo-141022
Nico Williams,Nicholas Williams Arthuer,2002-07-12,Spain,STR (Striker),Right,67.0,181.0,84,72,/player/n-williams-914743
Jony Álamo,Jonathan Carmona Álamo,2001-09-25,Spain,MID (Midfielder),Right,64.0,175.0,46,37,/player/j-carmona-911380
Sergi García,Sergi García Pérez,1999-04-14,Spain,MID (Midfielder),Right,88.0,195.0,57,48,/player/sergi-garcia-742259
Seku,Cheikh Diamanka Senghor,2001-01-20,Unknown,STR (Striker),Unknown,,,46,35,/player/c-diamanka-988722
Son,Francisco Javier Hidalgo Gómez,1994-03-30,Spain,DF (Defender),Right,72.0,178.0,74,68,/player/son-196664
Trincão,Francisco António Machado Mota Castro Trincão,1999-12-29,Portugal,STR (Striker),Left-footed,70.0,184.0,79,70,/player/francisco-antonio-machado-mota-castro-trincao-340153
Juan Iglesias,Juan Antonio Iglesias Sánchez,1998-07-03,Spain,DF (Defender),Right,77.0,185.0,69,61,/player/j-antonio-342913
Josema,José Manuel Sánchez Guillén,1996-06-06,Spain,DF (Defender),Left-footed,81.0,182.0,64,54,/player/josema-177061
Abdoulay Diaby,Abdoulay Diaby,1991-05-21,France,STR (Striker),Left-footed,71.0,173.0,72,59,/player/a-diaby-210319
Gonzalo Verdú,Gonzalo Cacicedo Verdú,1988-10-21,Spain,DF (Defender),Right,84.0,187.0,75,67,/player/gonzalo-102293
Beñat Turrientes,Beñat Turrientes Imaz,2002-01-31,Spain,MID (Midfielder),Right,73.0,181.0,72,55,/player/imaz-852277
Juan Cruz,Alvaro Juan Cruz Armada,1992-07-28,Spain,DF (Defender),Left-footed,76.0,180.0,77,72,/player/juan-cruz-207490
Alvaro Fernández,Álvaro Fernández Calvo,2000-04-10,Spain,GOA (Goalkeeper),Two-Footed,75.0,185.0,48,38,/player/a-fernandez-342268
Fali,Rafael Giménez Jarque,1993-08-12,Spain,DF (Defender),Right,72.0,186.0,75,69,/player/fali-81239
Aitor Paredes,Aitor Paredes Casamichana,2000-04-29,Spain,DF (Defender),Right,76.0,186.0,63,51,/player/aitor-paredes-556623
Emiliano Rigoni,Emiliano Ariel Rigoni,1993-02-04,Argentina,STR (Striker),Left-footed,70.0,180.0,79,61,/player/e-rigoni-109636
Iza,Isaac Carcelén Valencia,1993-04-23,Spain,DF (Defender),Right,75.0,178.0,74,67,/player/isaac-196927
Josete Miranda,José Antonio Miranda Boacho,1998-07-22,Spain,STR (Striker),Right,65.0,170.0,63,54,/player/jose-antonio-248722
Marvin,Marvin Olawale Akinlabi Park,2000-07-03,Spain,STR (Striker),Right,64.0,178.0,57,46,/player/m-olawale-776273
Filip Malbašić,Filip Malbašić,1992-11-18,Serbia,STR (Striker),Right,78.0,182.0,67,51,/player/f-malbasic-146372
Tete Morente,Jose Antonio Morente Oliva,1996-12-04,Spain,STR (Striker),Right,70.0,175.0,70,63,/player/j-morente-283197
Eñaut,Eñaut Mendia Berasategui,1999-06-25,Spain,STR (Striker),Right,78.0,185.0,51,42,/player/enaut-496914
Kike,Luis Enrique Carrasco Acosta,1998-03-02,Spain,STR (Striker),Right,70.0,175.0,53,46,/player/kike-424952
Sergio Arribas,Sergio Arribas Calvo,2001-09-30,Spain,MID (Midfielder),Left-footed,61.0,172.0,75,61,/player/s-arribas-427600
Pepe Blanco,José Blanco Lopez,1999-07-29,Spain,MID (Midfielder),Right,,181.0,50,42,/player/pepe-blanco-470770
Yann Bodiger,Yann Yves Laurent Bodiger,1995-02-09,France,MID (Midfielder),Left-footed,72.0,186.0,71,65,/player/y-bodiger-226983
Miralem Pjanić,Miralem Pjanić,1990-04-02,Bosnia and Herzegovina,MID (Midfielder),Right,68.0,180.0,87,66,/player/m-pjanic-3270
Saturday,Saturday Keigo Erimuya,1998-01-10,Nigeria,DF (Defender),Right,75.0,190.0,56,48,/player/erimuya-s-321457
Etienne Capoue,Etienne Capoue,1988-07-11,France,MID (Midfielder),Right,80.0,189.0,86,81,/player/e-capoue-3004
Marc Baró,Marc Baró Ortíz,1999-08-23,Spain,DF (Defender),Left-footed,72.0,180.0,56,47,/player/m-baro-393084
Iker Álvarez,Iker Álvarez De Eulate Molne,2001-07-25,Andorra,GOA (Goalkeeper),Right,,190.0,64,49,/player/iker-875147
Juan Sánchez Miño,Juan Manuel Sánchez Miño,1990-01-01,Argentina,MID (Midfielder),Left-footed,78.0,177.0,72,58,/player/j-sanchez-mino-102298
